epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1306.33,0.67354,4.39172,0.3698,0.89331,1.13258,0.45407,0.7745,0.7068,0.45728,0.64777,0.31761,0.2822,0.12185,1.33577,4.99624,0.12026,1.12635,2.30839,0.0004305,0.0004305,0.0004305
116,1317.86,0.67415,4.32004,0.37637,0.8898,1.14005,0.49338,0.6778,0.67133,0.43754,0.67955,0.2879,0.33904,0.13432,1.56654,5.06837,0.11929,1.0815,2.54946,0.000429399,0.000429399,0.000429399
117,1329.17,0.67782,4.33603,0.38066,0.86565,1.13799,0.63301,0.56842,0.63977,0.4441,0.67239,0.3043,0.2728,0.11146,1.38377,5.01742,0.12043,1.16058,2.23847,0.000428298,0.000428298,0.000428298
118,1340.47,0.68983,4.22043,0.36936,0.89445,1.15616,0.66171,0.56334,0.73364,0.48787,0.38638,0.33383,0.27604,0.12175,1.33256,4.98381,0.1132,1.14951,2.13845,0.000427197,0.000427197,0.000427197
119,1351.74,0.64976,4.31761,0.3758,0.86945,1.12351,0.48712,0.77205,0.73227,0.48738,0.48594,0.3093,0.2746,0.10436,1.33951,5.07457,0.08667,1.05655,2.22642,0.000426096,0.000426096,0.000426096
120,1362.98,0.6717,4.26252,0.37782,0.86093,1.14337,0.55007,0.55488,0.65203,0.41324,0.47774,0.28908,0.2093,0.10757,1.42946,5.30023,0.08278,1.37117,2.35938,0.000424995,0.000424995,0.000424995
121,1374.27,0.67497,4.19574,0.35324,0.89706,1.15203,0.44997,0.69724,0.69746,0.49134,0.67277,0.25894,0.26868,0.11351,1.40234,5.28859,0.16331,1.14739,2.37791,0.000423894,0.000423894,0.000423894
122,1385.57,0.64028,4.11588,0.36286,0.84103,1.13554,0.43402,0.81267,0.69114,0.41701,0.54605,0.27244,0.25064,0.11925,1.53177,5.20593,0.10287,1.22362,2.42024,0.000422794,0.000422794,0.000422794
123,1396.88,0.66224,4.2313,0.37747,0.86006,1.12641,0.57464,0.65278,0.72237,0.45458,0.54291,0.27738,0.23699,0.11709,1.45771,5.12635,0.08972,1.04465,2.25513,0.000421693,0.000421693,0.000421693
124,1408.23,0.66701,4.1867,0.35857,0.87055,1.13517,0.53949,0.59161,0.69505,0.43042,0.54654,0.25891,0.22139,0.09322,1.48316,5.23142,0.08733,1.15877,2.28202,0.000420592,0.000420592,0.000420592
125,1419.51,0.65759,4.12204,0.36009,0.81493,1.12509,0.48145,0.64622,0.66465,0.43533,0.52843,0.27714,0.23263,0.11023,1.49505,5.13582,0.08663,1.11737,2.57879,0.000419491,0.000419491,0.000419491
126,1430.83,0.63857,4.02324,0.37466,0.83623,1.11016,0.61368,0.67309,0.65961,0.45087,0.47961,0.30357,0.32102,0.10578,1.29277,5.26575,0.14608,1.28087,2.21131,0.00041839,0.00041839,0.00041839
127,1442.27,0.66022,4.09451,0.3692,0.8707,1.13641,0.45031,0.73483,0.64129,0.40347,0.5569,0.28609,0.21951,0.09684,1.53862,5.24562,0.09531,1.10471,2.51965,0.000417289,0.000417289,0.000417289
128,1453.61,0.65255,4.05451,0.36436,0.81209,1.10907,0.51269,0.715,0.67656,0.44234,0.54884,0.28465,0.23577,0.09699,1.46872,5.17308,0.08282,1.33361,2.44792,0.000416188,0.000416188,0.000416188
129,1464.86,0.65516,4.2447,0.38244,0.85834,1.11887,0.55097,0.69395,0.76752,0.50108,0.58181,0.28465,0.2946,0.13004,1.42528,5.03071,0.10572,1.09946,2.42508,0.000415087,0.000415087,0.000415087
130,1476.14,0.62491,4.0994,0.36711,0.7814,1.0937,0.48756,0.70567,0.72151,0.50208,0.5517,0.30526,0.30332,0.1426,1.33289,4.95483,0.08226,1.11141,2.31234,0.000413986,0.000413986,0.000413986
131,1487.44,0.67119,4.27457,0.37551,0.83532,1.14869,0.71106,0.52892,0.62804,0.39162,0.55195,0.29542,0.24323,0.11313,1.4606,5.06694,0.1065,1.12257,2.46793,0.000412886,0.000412886,0.000412886
132,1498.74,0.64667,4.14443,0.36647,0.81306,1.11815,0.61886,0.5313,0.56636,0.36859,0.68255,0.3209,0.2532,0.11255,1.42317,5.23669,0.11458,1.21233,2.41809,0.000411785,0.000411785,0.000411785
133,1510.03,0.63433,4.04208,0.36855,0.77991,1.10502,0.60504,0.57772,0.66664,0.45865,0.58537,0.31966,0.35383,0.13498,1.38603,4.9891,0.08896,1.13418,2.34286,0.000410684,0.000410684,0.000410684
134,1521.33,0.60642,3.99704,0.37232,0.76966,1.09369,0.6524,0.55857,0.65252,0.38712,0.58882,0.33084,0.29379,0.13742,1.50015,5.08034,0.12723,1.14311,2.38126,0.000409583,0.000409583,0.000409583
135,1532.68,0.62713,4.16421,0.36742,0.79338,1.12304,0.58551,0.52666,0.72124,0.48337,0.51619,0.31069,0.29942,0.14011,1.37999,5.115,0.09079,1.15415,2.33393,0.000408482,0.000408482,0.000408482
136,1544.01,0.66147,4.12077,0.36418,0.83416,1.15099,0.6865,0.5307,0.67345,0.45272,0.61925,0.32545,0.27488,0.12386,1.35685,5.04513,0.07735,1.16875,2.21276,0.000407381,0.000407381,0.000407381
137,1555.49,0.63587,4.22975,0.37137,0.80835,1.11792,0.48435,0.64576,0.65754,0.44481,0.51891,0.33435,0.27022,0.12425,1.43471,4.96784,0.09838,1.18699,2.43183,0.00040628,0.00040628,0.00040628
138,1566.77,0.63557,4.01397,0.35814,0.77941,1.10382,0.56286,0.59276,0.62927,0.42004,0.68367,0.29139,0.28407,0.14472,1.30723,5.0409,0.14001,1.17824,2.23423,0.000405179,0.000405179,0.000405179
139,1578.01,0.63316,3.93528,0.37405,0.76822,1.11556,0.54792,0.59498,0.63682,0.41498,0.56965,0.31817,0.27854,0.1345,1.41041,5.10341,0.08808,1.34779,2.41177,0.000404079,0.000404079,0.000404079
140,1589.3,0.61138,3.74599,0.36745,0.74746,1.09962,0.55706,0.56502,0.61733,0.42577,0.58709,0.2756,0.25013,0.12403,1.37791,4.98327,0.09348,1.23622,2.25506,0.000402978,0.000402978,0.000402978
141,1600.57,0.60114,3.98459,0.36139,0.76083,1.08029,0.63567,0.51594,0.57383,0.38962,0.44164,0.22044,0.18878,0.10942,1.36392,5.31709,0.07321,1.34036,2.24181,0.000401877,0.000401877,0.000401877
142,1611.85,0.61651,4.00818,0.35715,0.75995,1.10741,0.61989,0.5839,0.64553,0.43869,0.62707,0.35167,0.29737,0.13466,1.41922,4.93424,0.06854,1.09364,2.37465,0.000400776,0.000400776,0.000400776
143,1623.13,0.6321,4.0132,0.36691,0.80586,1.11822,0.61944,0.60048,0.67742,0.45706,0.50572,0.31377,0.26872,0.12752,1.40907,4.92469,0.10267,1.06056,2.40786,0.000399675,0.000399675,0.000399675
144,1634.62,0.60231,3.86777,0.36962,0.765,1.08867,0.63779,0.58236,0.66326,0.44093,0.41735,0.33404,0.25759,0.12268,1.39569,5.22162,0.122,1.1917,2.42073,0.000398574,0.000398574,0.000398574
145,1645.94,0.58008,4.05705,0.37084,0.78986,1.09277,0.50751,0.71575,0.64161,0.45925,0.47903,0.31761,0.33284,0.13266,1.28951,5.15061,0.08983,1.31374,2.27664,0.000397473,0.000397473,0.000397473
146,1657.25,0.60111,4.17826,0.37251,0.76569,1.10561,0.64925,0.54749,0.62116,0.44687,0.5869,0.28792,0.31487,0.13866,1.36114,5.06608,0.08207,1.11326,2.53987,0.000396372,0.000396372,0.000396372
147,1668.52,0.60154,4.037,0.36438,0.72305,1.0982,0.64879,0.60407,0.60685,0.43345,0.5671,0.2821,0.22681,0.13816,1.32773,4.87894,0.09823,1.11275,2.42097,0.000395272,0.000395272,0.000395272
148,1679.84,0.61574,3.84103,0.3532,0.75424,1.09274,0.5347,0.61009,0.56107,0.37987,0.46811,0.30045,0.2976,0.12508,1.49809,5.10913,0.08049,1.17852,2.54585,0.000394171,0.000394171,0.000394171
149,1691.13,0.59877,3.83888,0.35386,0.77879,1.09997,0.5094,0.63504,0.6878,0.46926,0.46342,0.30064,0.24787,0.11944,1.44144,5.19251,0.07084,1.16304,2.47877,0.00039307,0.00039307,0.00039307
150,1702.44,0.60915,3.9403,0.36454,0.76461,1.09488,0.69081,0.66091,0.6731,0.48344,0.59444,0.35234,0.29587,0.12655,1.41035,5.00903,0.08416,1.13108,2.55749,0.000391969,0.000391969,0.000391969
151,1713.71,0.64376,4.04564,0.3543,0.79733,1.13363,0.5006,0.71022,0.59606,0.41159,0.51903,0.30218,0.23778,0.12522,1.28181,5.02566,0.08884,1.25774,2.21009,0.000390868,0.000390868,0.000390868
152,1725.06,0.58829,3.96039,0.37533,0.74288,1.09011,0.463,0.72898,0.64995,0.47269,0.61565,0.34105,0.24363,0.12162,1.22371,5.17746,0.09547,1.31366,2.22932,0.000389767,0.000389767,0.000389767
153,1736.35,0.59038,3.949,0.35885,0.76974,1.07856,0.53659,0.68295,0.6481,0.44436,0.47392,0.3222,0.22523,0.1081,1.41511,5.23853,0.08826,1.21063,2.50013,0.000388666,0.000388666,0.000388666
154,1747.65,0.6153,3.81291,0.36772,0.76177,1.10402,0.70869,0.58806,0.67132,0.46739,0.59043,0.3283,0.25333,0.12914,1.42003,4.89444,0.0811,1.04805,2.58816,0.000387565,0.000387565,0.000387565
155,1758.98,0.60618,3.69994,0.3426,0.72317,1.08436,0.57734,0.63412,0.65883,0.43649,0.56512,0.3031,0.2478,0.12661,1.46883,4.93168,0.07987,1.14787,2.62072,0.000386464,0.000386464,0.000386464
156,1770.46,0.6132,3.92569,0.35396,0.71728,1.09405,0.74334,0.48303,0.64566,0.44307,0.599,0.33517,0.26156,0.12558,1.28885,4.92425,0.07928,1.34539,2.27116,0.000385364,0.000385364,0.000385364
157,1781.72,0.58906,3.85312,0.36897,0.74279,1.08557,0.50668,0.74079,0.664,0.43233,0.59443,0.32329,0.24775,0.12091,1.49363,5.01948,0.09805,1.12922,2.74974,0.000384263,0.000384263,0.000384263
158,1793,0.58188,3.84193,0.36132,0.72989,1.0847,0.49378,0.66902,0.66381,0.42233,0.58201,0.30548,0.27581,0.11991,1.44589,5.02665,0.0724,1.10701,2.69958,0.000383162,0.000383162,0.000383162
159,1804.28,0.59391,3.86984,0.35883,0.74748,1.09236,0.38495,0.69862,0.57892,0.39069,0.5052,0.34356,0.29478,0.13476,1.43929,4.99492,0.07653,1.10794,2.54676,0.000382061,0.000382061,0.000382061
160,1815.58,0.57576,3.7551,0.35247,0.71565,1.07193,0.50258,0.72311,0.60273,0.42713,0.416,0.31655,0.24198,0.12895,1.45477,4.88105,0.07899,1.12411,2.5011,0.00038096,0.00038096,0.00038096
161,1826.99,0.59415,3.80454,0.35544,0.71761,1.08861,0.42909,0.64701,0.6427,0.43571,0.49419,0.35724,0.31262,0.16083,1.39225,4.70106,0.07807,1.20364,2.30129,0.000379859,0.000379859,0.000379859
162,1838.35,0.57174,3.79494,0.36053,0.7056,1.07088,0.56852,0.7034,0.58828,0.39825,0.53037,0.22423,0.18705,0.09759,1.40925,4.96163,0.06623,1.13274,2.54432,0.000378758,0.000378758,0.000378758
163,1849.83,0.58105,3.8353,0.35468,0.75595,1.07435,0.69089,0.59851,0.59281,0.41427,0.59929,0.29294,0.24958,0.11878,1.43712,5.03517,0.08451,1.13973,2.6969,0.000377657,0.000377657,0.000377657
164,1861.14,0.58024,3.7057,0.34359,0.71834,1.06685,0.53699,0.66865,0.63781,0.43075,0.57367,0.33674,0.24482,0.1092,1.45837,5.37693,0.06991,1.24753,2.7629,0.000376557,0.000376557,0.000376557
165,1872.44,0.56619,3.5513,0.35363,0.71415,1.07604,0.74756,0.60472,0.69632,0.4899,0.59849,0.35813,0.26066,0.13803,1.25215,5.04051,0.07603,1.15888,2.25965,0.000375456,0.000375456,0.000375456
166,1883.76,0.56845,3.73192,0.35023,0.687,1.08249,0.58703,0.66894,0.65096,0.45076,0.61378,0.34465,0.27113,0.14649,1.4269,4.78614,0.095,1.11528,2.53228,0.000374355,0.000374355,0.000374355
167,1895.05,0.57385,3.71674,0.35799,0.69485,1.05989,0.50888,0.71387,0.66882,0.4492,0.50518,0.31873,0.22714,0.11529,1.50492,5.00182,0.07311,1.10951,2.57195,0.000373254,0.000373254,0.000373254
168,1906.34,0.55237,3.73447,0.36118,0.69677,1.07007,0.7162,0.57588,0.64932,0.44604,0.5925,0.31838,0.23452,0.12714,1.3562,4.8497,0.08388,1.11067,2.34049,0.000372153,0.000372153,0.000372153
169,1917.64,0.55245,3.7709,0.3599,0.67046,1.06095,0.73805,0.56364,0.67977,0.47702,0.62641,0.34811,0.3137,0.16767,1.3202,4.75571,0.09919,1.22879,2.28,0.000371052,0.000371052,0.000371052
170,1928.95,0.58114,3.7233,0.35739,0.71854,1.07447,0.52045,0.71164,0.6949,0.50935,0.56413,0.33151,0.27406,0.1497,1.26619,5.04156,0.07778,1.28111,2.13863,0.000369951,0.000369951,0.000369951
171,1940.18,0.5728,3.81932,0.36384,0.69081,1.07591,0.58154,0.58819,0.67027,0.45059,0.54213,0.26176,0.20855,0.11754,1.45201,4.97982,0.0902,1.19341,2.48584,0.00036885,0.00036885,0.00036885
172,1951.49,0.57805,3.60628,0.35903,0.7103,1.07362,0.76007,0.54616,0.63347,0.40709,0.57821,0.31631,0.2703,0.15142,1.45077,4.67994,0.07202,1.11333,2.61755,0.00036775,0.00036775,0.00036775
173,1962.75,0.58458,3.71079,0.33634,0.71397,1.0917,0.57209,0.59267,0.62511,0.42192,0.62285,0.38771,0.27721,0.13998,1.44882,4.81351,0.06992,1.16231,2.57974,0.000366649,0.000366649,0.000366649
174,1974.09,0.57532,3.78525,0.35566,0.71133,1.09166,0.59452,0.55403,0.6181,0.41788,0.50281,0.35412,0.27133,0.12809,1.35966,4.91105,0.07438,1.35014,2.38225,0.000365548,0.000365548,0.000365548
175,1985.52,0.58733,3.73493,0.36336,0.74229,1.0791,0.32192,0.95857,0.64999,0.43391,0.56671,0.33346,0.24296,0.13317,1.3085,4.69807,0.10478,1.31372,2.30242,0.000364447,0.000364447,0.000364447
176,1996.87,0.55943,3.65571,0.35764,0.68065,1.06743,0.58405,0.59793,0.55481,0.36412,0.49166,0.33689,0.22794,0.13602,1.42622,4.69455,0.08523,1.27934,2.44236,0.000363346,0.000363346,0.000363346
177,2008.18,0.56612,3.603,0.35305,0.68451,1.0746,0.60035,0.57031,0.62298,0.42304,0.64044,0.37396,0.2771,0.15456,1.41101,4.6692,0.07581,1.25994,2.3446,0.000362245,0.000362245,0.000362245
178,2019.49,0.56287,3.68936,0.35842,0.67599,1.07294,0.61086,0.58083,0.64162,0.43537,0.46047,0.27025,0.19582,0.11476,1.43973,4.80122,0.07012,1.28796,2.38099,0.000361144,0.000361144,0.000361144
179,2030.75,0.54577,3.50559,0.35464,0.66465,1.05516,0.51857,0.69111,0.70761,0.51124,0.49406,0.27501,0.23349,0.13937,1.22798,4.77961,0.05537,1.34006,2.22966,0.000360043,0.000360043,0.000360043
180,2042.06,0.57681,3.5713,0.34288,0.7041,1.08143,0.5496,0.71728,0.67217,0.46948,0.55622,0.30144,0.29827,0.12488,1.39442,4.95042,0.07999,1.32309,2.33379,0.000358942,0.000358942,0.000358942
181,2053.39,0.54502,3.64177,0.35472,0.6578,1.05588,0.61271,0.6628,0.72092,0.50019,0.65102,0.38751,0.36727,0.18033,1.39292,4.60648,0.05762,1.30767,2.30607,0.000357842,0.000357842,0.000357842
182,2064.84,0.53595,3.64217,0.35117,0.67141,1.0641,0.51112,0.68681,0.64567,0.41959,0.57192,0.3412,0.26879,0.15385,1.51851,4.59153,0.07548,1.28959,2.59502,0.000356741,0.000356741,0.000356741
183,2076.27,0.53436,3.61469,0.35584,0.65934,1.05659,0.51521,0.64404,0.66678,0.46483,0.60821,0.36224,0.30415,0.15708,1.44227,4.58271,0.0709,1.19585,2.454,0.00035564,0.00035564,0.00035564
184,2087.56,0.5464,3.63119,0.35454,0.665,1.04499,0.64743,0.65619,0.68461,0.48567,0.5824,0.31875,0.28991,0.15636,1.46887,4.6785,0.07723,1.13056,2.61795,0.000354539,0.000354539,0.000354539
185,2098.81,0.55844,3.41877,0.35132,0.68415,1.06484,0.703,0.56363,0.6551,0.47322,0.546,0.39145,0.3449,0.14355,1.24621,4.7605,0.06933,1.13514,2.18209,0.000353438,0.000353438,0.000353438
186,2110.15,0.53255,3.45546,0.34911,0.67359,1.06288,0.65772,0.53874,0.59231,0.40775,0.62422,0.37749,0.30847,0.14886,1.42329,4.91536,0.0678,1.30639,2.40009,0.000352337,0.000352337,0.000352337
187,2121.42,0.54748,3.44338,0.34482,0.65568,1.04423,0.686,0.54361,0.58127,0.40488,0.53888,0.38437,0.32411,0.16383,1.36979,4.74687,0.0965,1.22043,2.25681,0.000351236,0.000351236,0.000351236
188,2132.79,0.54632,3.46938,0.35371,0.64862,1.06691,0.70108,0.58274,0.61489,0.40806,0.63417,0.38691,0.32142,0.15828,1.48284,4.78612,0.09104,1.07023,2.69668,0.000350135,0.000350135,0.000350135
189,2144.13,0.56482,3.63325,0.35334,0.67317,1.0751,0.64682,0.63283,0.61004,0.41844,0.40931,0.31523,0.28501,0.13081,1.33835,4.89892,0.04595,1.3183,2.37526,0.000349035,0.000349035,0.000349035
190,2155.46,0.56448,3.58971,0.34624,0.69438,1.08696,0.57082,0.65049,0.56883,0.38828,0.6052,0.31474,0.28194,0.14182,1.20312,4.84585,0.06379,1.27511,2.12432,0.000347934,0.000347934,0.000347934
191,2166.95,0.5563,3.44154,0.34506,0.67182,1.07075,0.70885,0.54709,0.57472,0.38954,0.56328,0.42161,0.33393,0.15536,1.22358,4.6543,0.07606,1.23407,2.13946,0.000346833,0.000346833,0.000346833
192,2178.24,0.56756,3.58136,0.34659,0.70614,1.07494,0.69773,0.56501,0.49882,0.32424,0.58404,0.25733,0.25585,0.1384,1.32279,4.6701,0.09802,1.24498,2.26195,0.000345732,0.000345732,0.000345732
193,2189.51,0.57631,3.61818,0.35764,0.70062,1.08332,0.58044,0.58918,0.50895,0.33658,0.54784,0.31262,0.23762,0.13115,1.34703,4.86702,0.06732,1.21679,2.23625,0.000344631,0.000344631,0.000344631
194,2200.86,0.53668,3.46896,0.35156,0.6524,1.06246,0.67355,0.57544,0.51705,0.33557,0.51503,0.37496,0.28101,0.14104,1.35024,4.55446,0.10222,1.30538,2.1999,0.00034353,0.00034353,0.00034353
195,2212.12,0.56021,3.60953,0.34678,0.67164,1.06228,0.59517,0.57296,0.65492,0.44084,0.59883,0.36312,0.26829,0.1499,1.45397,4.49308,0.08852,1.16757,2.46354,0.000342429,0.000342429,0.000342429
196,2223.47,0.52935,3.47774,0.36316,0.64128,1.05279,0.57197,0.56824,0.6369,0.46345,0.64858,0.38807,0.34291,0.16673,1.26943,4.63697,0.08612,1.34635,2.30582,0.000341328,0.000341328,0.000341328
197,2234.71,0.52336,3.3951,0.34219,0.62762,1.029,0.61458,0.52799,0.61525,0.43763,0.60181,0.36107,0.30632,0.15347,1.3267,4.85227,0.07548,1.40926,2.41852,0.000340228,0.000340228,0.000340228
198,2246.03,0.55407,3.45934,0.33025,0.69257,1.06352,0.64772,0.55672,0.54674,0.34309,0.54713,0.39058,0.34832,0.18407,1.52497,4.40032,0.05333,1.22238,2.6636,0.000339127,0.000339127,0.000339127
199,2257.51,0.54082,3.54199,0.34883,0.66204,1.05263,0.61889,0.58782,0.55766,0.37263,0.39488,0.37514,0.32449,0.17356,1.50199,4.5105,0.0723,1.37338,2.60121,0.000338026,0.000338026,0.000338026
200,2268.9,0.53252,3.53506,0.35418,0.65851,1.05323,0.56753,0.62225,0.59091,0.4175,0.47546,0.36724,0.27967,0.15418,1.42283,4.46268,0.07488,1.18271,2.51042,0.000336925,0.000336925,0.000336925
201,2280.23,0.52473,3.3045,0.34765,0.62593,1.0583,0.53742,0.70022,0.66479,0.46023,0.624,0.41191,0.33779,0.16986,1.47162,4.42495,0.07868,1.11876,2.52156,0.000335824,0.000335824,0.000335824
202,2291.58,0.52747,3.37479,0.35515,0.62075,1.04401,0.6255,0.57399,0.54339,0.33163,0.6119,0.33456,0.26155,0.15705,1.52232,4.59976,0.11777,1.18418,2.57079,0.000334723,0.000334723,0.000334723
203,2302.92,0.55051,3.3887,0.35478,0.66479,1.0814,0.50296,0.60061,0.52799,0.34381,0.36649,0.4376,0.32315,0.17034,1.49031,4.52743,0.08554,1.26813,2.61121,0.000333622,0.000333622,0.000333622
204,2314.22,0.53692,3.38832,0.35007,0.66339,1.06218,0.56866,0.60292,0.55358,0.38136,0.49384,0.34246,0.26684,0.15251,1.46058,4.37717,0.09664,1.258,2.7079,0.000332521,0.000332521,0.000332521
205,2325.5,0.55059,3.40412,0.33364,0.66752,1.0553,0.46987,0.60949,0.46583,0.29723,0.51967,0.3733,0.2744,0.15667,1.43877,4.46955,0.08622,1.18316,2.57354,0.00033142,0.00033142,0.00033142
206,2336.8,0.51348,3.46171,0.34894,0.66126,1.03784,0.56934,0.62826,0.58238,0.4065,0.40462,0.37449,0.25533,0.15046,1.44858,4.46085,0.08305,1.22053,2.56857,0.00033032,0.00033032,0.00033032
207,2348.26,0.53956,3.35988,0.35633,0.68013,1.05809,0.59721,0.60262,0.60893,0.42307,0.44229,0.31788,0.2662,0.15,1.47939,4.63531,0.06755,1.23769,2.63428,0.000329219,0.000329219,0.000329219
208,2359.62,0.53285,3.36418,0.3441,0.66118,1.05723,0.55636,0.61101,0.66219,0.46586,0.61742,0.40914,0.33756,0.16092,1.35786,4.42892,0.07578,1.19084,2.49889,0.000328118,0.000328118,0.000328118
209,2370.89,0.50818,3.34249,0.34039,0.63483,1.03455,0.60959,0.60428,0.62878,0.43898,0.60338,0.36794,0.2812,0.16138,1.31967,4.44813,0.07518,1.1992,2.50923,0.000327017,0.000327017,0.000327017
210,2382.22,0.52816,3.36394,0.3468,0.62455,1.06461,0.54338,0.61358,0.61672,0.41122,0.6832,0.41202,0.3347,0.16456,1.33135,4.39217,0.07934,1.41208,2.5385,0.000325916,0.000325916,0.000325916
211,2393.53,0.54986,3.34611,0.33271,0.63345,1.05087,0.60044,0.61159,0.60119,0.39995,0.40556,0.36174,0.25539,0.13908,1.4559,4.43941,0.10238,1.26708,2.74117,0.000324815,0.000324815,0.000324815
212,2404.89,0.51332,3.42513,0.34203,0.63402,1.04834,0.6125,0.65361,0.67901,0.4786,0.3275,0.34312,0.23274,0.13865,1.41695,4.71676,0.07696,1.26197,2.62323,0.000323714,0.000323714,0.000323714
213,2416.23,0.51716,3.26275,0.33477,0.63911,1.04482,0.5675,0.61742,0.64779,0.4514,0.52547,0.40956,0.3029,0.15198,1.44952,4.45514,0.06499,1.29887,2.64819,0.000322613,0.000322613,0.000322613
214,2427.57,0.51051,3.33945,0.33722,0.61226,1.03331,0.55672,0.74086,0.59509,0.40528,0.52838,0.38897,0.28637,0.16349,1.44417,4.39871,0.08071,1.21739,2.54644,0.000321513,0.000321513,0.000321513
215,2438.87,0.49499,3.3941,0.3505,0.60052,1.03332,0.52347,0.71907,0.66774,0.45987,0.56368,0.41653,0.33933,0.16699,1.43321,4.57232,0.10201,1.17753,2.62248,0.000320412,0.000320412,0.000320412
216,2450.2,0.50923,3.38131,0.34929,0.59489,1.02973,0.54506,0.69437,0.65215,0.44173,0.54344,0.37509,0.28662,0.16444,1.42011,4.51175,0.09669,1.17607,2.61115,0.000319311,0.000319311,0.000319311
217,2461.73,0.5354,3.38782,0.34417,0.65527,1.05765,0.5692,0.687,0.66991,0.47203,0.64124,0.36851,0.29021,0.17305,1.38593,4.39286,0.06559,1.10491,2.53763,0.00031821,0.00031821,0.00031821
218,2473.03,0.51875,3.38224,0.35355,0.63292,1.05485,0.42698,0.70996,0.61296,0.41503,0.54303,0.3738,0.32445,0.18688,1.45187,4.32496,0.10181,1.15261,2.63214,0.000317109,0.000317109,0.000317109
219,2484.26,0.51879,3.26642,0.33985,0.65779,1.04454,0.48672,0.73343,0.68815,0.46198,0.64722,0.35965,0.32739,0.1789,1.49159,4.32166,0.09545,1.22392,2.79633,0.000316008,0.000316008,0.000316008
220,2495.59,0.52201,3.41529,0.34083,0.65335,1.06113,0.50218,0.718,0.65875,0.43253,0.5366,0.41337,0.30548,0.16367,1.49241,4.29816,0.08798,1.2116,2.84208,0.000314907,0.000314907,0.000314907
221,2506.87,0.52098,3.23494,0.3409,0.61202,1.04842,0.47167,0.69379,0.59607,0.40164,0.4362,0.37769,0.28344,0.17092,1.50222,4.31649,0.07422,1.22795,2.82644,0.000313806,0.000313806,0.000313806
222,2518.21,0.48597,3.3252,0.34965,0.57845,1.02272,0.6109,0.56834,0.58007,0.3908,0.64178,0.33617,0.26498,0.15403,1.45945,4.3761,0.07278,1.34084,2.84399,0.000312706,0.000312706,0.000312706
223,2529.54,0.51269,3.37276,0.34868,0.62425,1.04347,0.60275,0.5803,0.5861,0.39401,0.64655,0.37298,0.30671,0.15644,1.50337,4.40486,0.07325,1.35413,2.93909,0.000311605,0.000311605,0.000311605
224,2540.88,0.48705,3.24682,0.34318,0.59832,1.02303,0.66033,0.56069,0.56418,0.38427,0.6097,0.36925,0.26954,0.16326,1.44063,4.28211,0.11213,1.26312,2.62657,0.000310504,0.000310504,0.000310504
225,2552.17,0.4859,3.19575,0.34116,0.59298,1.03111,0.57471,0.66252,0.5639,0.38736,0.55448,0.40327,0.31702,0.18366,1.41294,4.31569,0.08295,1.37047,2.4722,0.000309403,0.000309403,0.000309403
226,2563.48,0.47969,3.29434,0.34638,0.60347,1.03496,0.65928,0.63745,0.58716,0.39252,0.64689,0.42405,0.31762,0.17106,1.41496,4.27011,0.07096,1.17766,2.38945,0.000308302,0.000308302,0.000308302
227,2574.99,0.51714,3.26614,0.34361,0.61653,1.03907,0.71659,0.56868,0.58423,0.40038,0.61428,0.40847,0.31805,0.17443,1.42191,4.2471,0.07879,1.12851,2.58763,0.000307201,0.000307201,0.000307201
228,2586.32,0.50167,3.13787,0.33643,0.60513,1.0382,0.54518,0.68821,0.55337,0.37045,0.52896,0.37229,0.27975,0.14771,1.46547,4.36804,0.0976,1.18043,2.72488,0.0003061,0.0003061,0.0003061
229,2597.59,0.51094,3.28169,0.33653,0.61769,1.04166,0.58387,0.61708,0.57835,0.38569,0.61948,0.40967,0.29504,0.15746,1.47153,4.27391,0.07991,1.13547,2.71767,0.000304999,0.000304999,0.000304999
230,2608.89,0.50403,3.1624,0.34085,0.60484,1.03899,0.57846,0.67841,0.59949,0.41806,0.68689,0.38493,0.33243,0.17603,1.43718,4.26572,0.0603,1.18602,2.66497,0.000303898,0.000303898,0.000303898
231,2620.15,0.48794,3.28479,0.3414,0.58002,1.02414,0.58409,0.67725,0.55967,0.38143,0.68992,0.39511,0.33577,0.1763,1.47012,4.22686,0.06991,1.1433,2.67073,0.000302798,0.000302798,0.000302798
232,2631.46,0.49786,3.31752,0.34624,0.5977,1.04353,0.503,0.68147,0.55365,0.38549,0.6577,0.42646,0.30218,0.16078,1.49148,4.23901,0.12756,1.15251,2.63565,0.000301697,0.000301697,0.000301697
233,2642.74,0.49966,3.26384,0.34153,0.57566,1.03476,0.54455,0.7077,0.56603,0.38894,0.64241,0.42432,0.29924,0.15043,1.42767,4.38997,0.09438,1.20181,2.50332,0.000300596,0.000300596,0.000300596
234,2654.05,0.48809,3.13697,0.33512,0.57746,1.03728,0.68581,0.54509,0.55801,0.37603,0.52035,0.344,0.27293,0.14213,1.39187,4.22623,0.07882,1.14096,2.46826,0.000299495,0.000299495,0.000299495
