epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,497.665,0.6068,4.13566,0.38232,0.79485,1.09203,0.60887,0.58926,0.69994,0.48065,0.5017,0.31954,0.38013,0.12895,1.27666,4.90069,0.11677,1.19666,2.1629,0.000122987,0.000122987,0.000122987
120,501.99,0.61682,4.12408,0.3824,0.80823,1.09998,0.59338,0.65032,0.80583,0.55684,0.54427,0.30633,0.33756,0.12964,1.22956,5.03425,0.11252,1.1898,2.04839,0.000119318,0.000119318,0.000119318
121,506.199,0.60732,4.04197,0.36115,0.8045,1.11177,0.69019,0.55635,0.76517,0.52501,0.62472,0.335,0.3653,0.13605,1.27182,5.03179,0.12331,1.3161,2.14504,0.000115648,0.000115648,0.000115648
122,510.453,0.6047,4.03705,0.37146,0.7513,1.10566,0.60522,0.55515,0.73414,0.48718,0.46584,0.28938,0.22607,0.10782,1.37758,5.05976,0.12409,1.35912,2.36348,0.000111978,0.000111978,0.000111978
123,514.583,0.59538,4.09033,0.38225,0.76557,1.09,0.52405,0.61987,0.69164,0.45908,0.35578,0.30442,0.21416,0.10137,1.3407,5.04376,0.11242,1.34932,2.30173,0.000108309,0.000108309,0.000108309
124,518.762,0.61236,4.00227,0.36502,0.79638,1.0993,0.54988,0.67651,0.72628,0.50019,0.46864,0.28854,0.28071,0.12569,1.30413,4.9422,0.11699,1.28837,2.24501,0.000104639,0.000104639,0.000104639
125,522.966,0.59706,3.95941,0.36786,0.76636,1.08946,0.5767,0.57783,0.68413,0.45585,0.47777,0.27808,0.23395,0.11343,1.4095,5.09403,0.14004,1.28692,2.44171,0.00010097,0.00010097,0.00010097
126,527.112,0.57167,3.95221,0.37884,0.76047,1.0649,0.57531,0.59698,0.66915,0.45485,0.55536,0.26771,0.22923,0.10876,1.4647,5.03359,0.14315,1.28118,2.63741,9.73e-05,9.73e-05,9.73e-05
127,531.239,0.5957,3.92966,0.37425,0.78384,1.08944,0.57601,0.63047,0.66795,0.44925,0.40136,0.31617,0.3599,0.12366,1.4199,4.99815,0.12676,1.32108,2.5319,9.36304e-05,9.36304e-05,9.36304e-05
128,535.39,0.58341,3.85766,0.36681,0.76148,1.07212,0.59663,0.57832,0.69046,0.46455,0.37697,0.30358,0.24129,0.11085,1.41396,5.03069,0.11226,1.20388,2.51877,8.99608e-05,8.99608e-05,8.99608e-05
129,539.405,0.58123,4.0534,0.3818,0.73494,1.07799,0.60525,0.60395,0.708,0.49123,0.38568,0.34582,0.28063,0.11513,1.40653,5.00905,0.12134,1.1675,2.47673,8.62912e-05,8.62912e-05,8.62912e-05
130,543.499,0.57495,3.97704,0.37668,0.71145,1.06308,0.60432,0.58972,0.70549,0.49174,0.59855,0.33021,0.30752,0.12114,1.38362,4.98408,0.12146,1.19554,2.4157,8.26216e-05,8.26216e-05,8.26216e-05
131,547.794,0.61955,4.01281,0.37986,0.76017,1.11195,0.53074,0.73955,0.70085,0.48701,0.57729,0.30938,0.27045,0.11609,1.36363,4.94714,0.12286,1.23911,2.40396,7.8952e-05,7.8952e-05,7.8952e-05
132,551.944,0.58858,3.93036,0.37644,0.72294,1.08136,0.54845,0.65047,0.72403,0.50595,0.57897,0.33863,0.34386,0.12527,1.36902,4.91401,0.12536,1.27829,2.44233,7.52824e-05,7.52824e-05,7.52824e-05
133,556.095,0.59547,3.94399,0.37575,0.73494,1.07713,0.52442,0.7241,0.74109,0.5119,0.58564,0.33174,0.29753,0.12512,1.33845,4.82824,0.12412,1.29596,2.36695,7.16128e-05,7.16128e-05,7.16128e-05
134,560.332,0.54938,3.80756,0.38204,0.7087,1.06062,0.54463,0.65217,0.74563,0.50527,0.60418,0.32549,0.31256,0.13753,1.35891,4.82119,0.11798,1.25971,2.38282,6.79432e-05,6.79432e-05,6.79432e-05
135,564.544,0.56593,3.99918,0.37422,0.73234,1.08342,0.57147,0.62261,0.7463,0.50154,0.59078,0.34211,0.30786,0.12837,1.39353,4.92212,0.11513,1.25468,2.49685,6.42736e-05,6.42736e-05,6.42736e-05
136,568.659,0.62929,3.97226,0.3703,0.78618,1.12252,0.52695,0.73176,0.75014,0.50415,0.59223,0.3183,0.31553,0.12359,1.38545,4.99424,0.11789,1.31284,2.47724,6.0604e-05,6.0604e-05,6.0604e-05
137,572.829,0.57249,4.00993,0.38199,0.71918,1.06994,0.53161,0.72902,0.73521,0.50781,0.48925,0.31901,0.28353,0.11735,1.3596,4.97533,0.11371,1.32115,2.41671,5.69344e-05,5.69344e-05,5.69344e-05
138,576.93,0.56816,3.87358,0.36951,0.69903,1.06605,0.60964,0.59358,0.71486,0.4987,0.40178,0.33651,0.27292,0.11713,1.36326,4.81125,0.1135,1.25357,2.4163,5.32648e-05,5.32648e-05,5.32648e-05
139,581.099,0.58064,3.76429,0.37813,0.71487,1.07746,0.61591,0.57992,0.67468,0.46204,0.47473,0.29903,0.23201,0.11661,1.41583,4.79331,0.11486,1.22823,2.5446,4.95952e-05,4.95952e-05,4.95952e-05
140,585.328,0.56814,3.54312,0.37627,0.69258,1.07115,0.57355,0.59411,0.68436,0.46745,0.3693,0.29985,0.23511,0.11674,1.42217,4.90595,0.11417,1.24687,2.59141,4.59256e-05,4.59256e-05,4.59256e-05
141,591.213,0.50396,3.41882,0.1956,0.48783,1.07665,0.53529,0.70765,0.71585,0.49205,0.56062,0.26473,0.28452,0.13005,1.39593,4.9746,0.1142,1.29051,2.53306,4.2256e-05,4.2256e-05,4.2256e-05
142,595.711,0.47861,3.3846,0.19137,0.47713,1.06216,0.54222,0.73171,0.76548,0.51782,0.47025,0.30094,0.28378,0.12152,1.34978,4.94536,0.1047,1.34446,2.42726,3.85864e-05,3.85864e-05,3.85864e-05
143,599.777,0.48635,3.35093,0.18669,0.46312,1.06863,0.48881,0.70743,0.71245,0.48075,0.47587,0.29099,0.2848,0.13374,1.29756,4.8774,0.0986,1.4136,2.29094,3.49168e-05,3.49168e-05,3.49168e-05
144,603.889,0.46901,3.3859,0.18107,0.46753,1.06942,0.57608,0.61823,0.7031,0.47809,0.39112,0.29034,0.28189,0.13942,1.29766,4.85968,0.1001,1.38993,2.29922,3.12472e-05,3.12472e-05,3.12472e-05
145,608.038,0.47663,3.3476,0.18493,0.45236,1.0805,0.54435,0.64919,0.71585,0.48272,0.49029,0.29582,0.28966,0.13929,1.39112,4.88439,0.10012,1.26578,2.50455,2.75776e-05,2.75776e-05,2.75776e-05
146,612.113,0.4738,3.33191,0.17985,0.47527,1.05891,0.60994,0.58208,0.70551,0.4833,0.40745,0.31555,0.29008,0.12836,1.40145,4.81607,0.09196,1.26923,2.54059,2.3908e-05,2.3908e-05,2.3908e-05
147,616.239,0.48733,3.31533,0.18443,0.44788,1.09128,0.61735,0.57965,0.69952,0.47697,0.40815,0.31315,0.284,0.13351,1.41372,4.7547,0.09233,1.24616,2.55703,2.02384e-05,2.02384e-05,2.02384e-05
148,620.406,0.45945,3.2975,0.17033,0.44631,1.05541,0.61344,0.59053,0.70076,0.47967,0.40006,0.31433,0.28351,0.13467,1.43737,4.73899,0.09009,1.22217,2.62116,1.65688e-05,1.65688e-05,1.65688e-05
149,624.474,0.4566,3.29279,0.17808,0.43179,1.05985,0.59626,0.60304,0.70277,0.48768,0.49357,0.29649,0.28507,0.1367,1.38391,4.75861,0.08752,1.24635,2.51569,1.28992e-05,1.28992e-05,1.28992e-05
150,628.565,0.47103,3.27501,0.17169,0.44096,1.069,0.60209,0.61035,0.70524,0.48736,0.49265,0.2984,0.28989,0.1374,1.37736,4.77055,0.0891,1.28909,2.50953,9.2296e-06,9.2296e-06,9.2296e-06
