epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1282.43,0.37964,2.11625,0.29561,0.44078,0.97827,0.6177,0.63511,0.62769,0.42898,0.71244,0.53962,0.55662,0.3021,1.46573,3.25873,0.05918,1.23937,3.14621,0.000247754,0.000247754,0.000247754
114,1293.75,0.38644,2.09251,0.31238,0.42016,0.97507,0.61563,0.60211,0.60335,0.41509,0.69578,0.52225,0.54558,0.28004,1.44974,3.31489,0.05207,1.34165,3.14018,0.000245001,0.000245001,0.000245001
115,1305.01,0.36711,2.28057,0.29417,0.43479,0.96038,0.66224,0.56724,0.54393,0.37885,0.68266,0.51662,0.49782,0.25012,1.42797,3.39094,0.08774,1.41292,3.13281,0.000242249,0.000242249,0.000242249
116,1316.35,0.38183,2.16135,0.30074,0.42386,0.97307,0.60909,0.53032,0.5815,0.40015,0.61773,0.5343,0.54618,0.27532,1.4705,3.26623,0.07915,1.35585,3.19144,0.000239497,0.000239497,0.000239497
117,1327.64,0.38818,2.18409,0.3004,0.42211,0.97656,0.51096,0.58261,0.53926,0.36112,0.60968,0.54096,0.49973,0.28528,1.48121,3.22947,0.07383,1.2805,3.20599,0.000236745,0.000236745,0.000236745
118,1338.95,0.3819,2.05149,0.29214,0.41811,0.9781,0.52377,0.59645,0.5325,0.34958,0.70861,0.53035,0.48997,0.28377,1.48141,3.31719,0.08275,1.28065,3.20372,0.000233993,0.000233993,0.000233993
119,1350.24,0.3724,2.09557,0.30479,0.42454,0.96374,0.53797,0.58376,0.50301,0.33209,0.62462,0.52947,0.45311,0.25671,1.4518,3.35942,0.0712,1.28699,3.0424,0.00023124,0.00023124,0.00023124
120,1361.56,0.37233,2.01141,0.29539,0.4133,0.96447,0.53524,0.595,0.59216,0.40894,0.71122,0.52599,0.5441,0.31282,1.47121,3.22869,0.05834,1.37769,3.0756,0.000228488,0.000228488,0.000228488
121,1372.87,0.37947,2.02239,0.28244,0.43637,0.98278,0.60293,0.60318,0.60934,0.41664,0.72429,0.52771,0.47702,0.28469,1.44473,3.1637,0.06632,1.36666,3.04814,0.000225736,0.000225736,0.000225736
122,1384.18,0.36651,2.00613,0.29477,0.41476,0.97065,0.72446,0.54678,0.65286,0.43903,0.72042,0.54315,0.51828,0.30803,1.47023,3.17408,0.06071,1.27857,3.12196,0.000222984,0.000222984,0.000222984
123,1395.46,0.36617,2.03568,0.30547,0.40409,0.9671,0.48677,0.6949,0.58851,0.39948,0.61801,0.54197,0.47953,0.28358,1.45918,3.19465,0.04903,1.28692,3.00541,0.000220232,0.000220232,0.000220232
124,1406.76,0.36497,2.00065,0.28833,0.42861,0.96727,0.56957,0.68605,0.61336,0.42549,0.51514,0.6401,0.56262,0.30895,1.44309,3.29386,0.06754,1.26238,2.93665,0.000217479,0.000217479,0.000217479
125,1418.21,0.36432,2.07328,0.2912,0.42489,0.9532,0.60908,0.60364,0.59687,0.41894,0.79578,0.51255,0.54586,0.29681,1.42164,3.35856,0.11161,1.25145,3.05959,0.000214727,0.000214727,0.000214727
126,1429.51,0.34112,2.05421,0.30046,0.4031,0.94335,0.53997,0.58458,0.55509,0.38263,0.59965,0.51052,0.48969,0.28073,1.434,3.3306,0.06888,1.3563,3.1368,0.000211975,0.000211975,0.000211975
127,1440.79,0.35742,1.95088,0.29455,0.42528,0.96691,0.69094,0.55931,0.52588,0.35221,0.68869,0.52565,0.48577,0.27599,1.42374,3.19024,0.05751,1.35035,3.09336,0.000209223,0.000209223,0.000209223
128,1452.12,0.35177,1.90335,0.29207,0.40526,0.94818,0.70723,0.57297,0.51431,0.34305,0.69104,0.53619,0.46919,0.27851,1.45614,3.14817,0.04109,1.369,3.14303,0.000206471,0.000206471,0.000206471
129,1463.42,0.35114,2.02459,0.30116,0.4177,0.9606,0.61541,0.58339,0.51679,0.33547,0.70044,0.53041,0.46542,0.28224,1.46732,3.15035,0.05511,1.3429,3.1454,0.000203718,0.000203718,0.000203718
130,1474.73,0.3452,2.02177,0.29764,0.39254,0.94164,0.63075,0.54071,0.51629,0.33833,0.61974,0.53268,0.45986,0.2788,1.45652,3.1989,0.06736,1.36229,3.15295,0.000200966,0.000200966,0.000200966
131,1486.09,0.37982,2.13449,0.30661,0.40648,0.98436,0.6984,0.56609,0.51234,0.34346,0.69346,0.51625,0.45149,0.2813,1.4259,3.15293,0.0736,1.39974,3.10579,0.000198214,0.000198214,0.000198214
132,1497.45,0.3555,2.00361,0.29894,0.40646,0.95438,0.62813,0.57546,0.51841,0.35045,0.69434,0.50472,0.45868,0.29569,1.42279,3.20562,0.06946,1.36112,3.0921,0.000195462,0.000195462,0.000195462
133,1508.95,0.35063,1.93418,0.29844,0.40205,0.95108,0.52966,0.57191,0.52183,0.3532,0.62304,0.5103,0.45919,0.28656,1.40953,3.2127,0.08141,1.36016,2.97919,0.00019271,0.00019271,0.00019271
134,1520.27,0.3361,1.90517,0.30338,0.38366,0.95125,0.6088,0.58863,0.51631,0.33297,0.62468,0.52178,0.46838,0.27736,1.47272,3.20896,0.09359,1.39954,3.09314,0.000189957,0.000189957,0.000189957
135,1531.63,0.34844,2.02156,0.29418,0.38892,0.96434,0.53031,0.61232,0.54798,0.35679,0.62145,0.51351,0.47518,0.26872,1.47564,3.18603,0.05143,1.35922,3.16242,0.000187205,0.000187205,0.000187205
136,1542.97,0.37509,2.00983,0.30172,0.4222,0.98865,0.53787,0.57608,0.61147,0.43209,0.69215,0.51769,0.56019,0.31179,1.45296,3.18309,0.05103,1.34464,3.15851,0.000184453,0.000184453,0.000184453
137,1554.32,0.34526,1.98703,0.30671,0.39402,0.95182,0.52742,0.59104,0.54605,0.36437,0.71305,0.50799,0.49225,0.28569,1.46871,3.20945,0.06471,1.37753,3.16891,0.000181701,0.000181701,0.000181701
138,1565.67,0.34637,1.93555,0.2956,0.3818,0.95157,0.52663,0.57837,0.52642,0.33821,0.62502,0.50899,0.4797,0.27042,1.46578,3.18541,0.09726,1.40225,3.15061,0.000178949,0.000178949,0.000178949
139,1576.97,0.33914,1.8688,0.29879,0.38063,0.94808,0.62281,0.57043,0.52624,0.33223,0.61108,0.50844,0.43154,0.24451,1.47448,3.30109,0.10013,1.37335,3.24792,0.000176196,0.000176196,0.000176196
140,1588.31,0.34149,1.75566,0.29927,0.38209,0.95678,0.63427,0.5857,0.52493,0.33515,0.59756,0.5116,0.43232,0.26698,1.47031,3.15164,0.07182,1.41322,3.25194,0.000173444,0.000173444,0.000173444
141,1599.64,0.33317,1.89782,0.29651,0.37375,0.94574,0.63857,0.59767,0.53739,0.35141,0.7016,0.52223,0.47725,0.2864,1.45129,3.09138,0.06653,1.35013,3.22997,0.000170692,0.000170692,0.000170692
